StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,DistributionChannel,UserLanguage,CONSENT,COMP1.1,COMP1.2,Q74,Q41,Q61,Q47,Q51,Q57,Q60,TRUST_FINDING_1,TRUST_AUTHOR_1,TRUST_FINDING_2,TRUST_AUTHOR_2,TRUST_FINDING_3,TRUST_AUTHOR_3,COMP2.1,COMP2.2,Q75,Q43,Q63,Q46,Q50,Q56,Q59,COMP3.1,COMP3.2,Q76,Q42,Q64,Q44,Q49,Q55,Q58,Q66,Q65,Q67,Q68,condition,counter,firstArticle,secondArticle,thirdArticle,CreationTime
2024-12-02 16:56:59,2024-12-02 16:58:23,100,84,True,2024-12-02 16:58:24,anonymous,EN,Yes,Remote working is associated with higher employee productivity,,Workplace dynamics,,,,,,,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Screen time is not associated with school performance,,Adolescent behavior,,,,,,,Playing violent video games is associated with less aggressive behavior,Video games,,,The editor was affiliated with the same institution as the main author of the article,,"A disclaimer was added to the article to disclose and justify the conflict of interest,A second member of the editorial board co-handled the article",,"The editor was the most suitable member of the editorial board to handle the article, given their expertise",25,Male,Asian or Asian American,4 year degree (Bachelor's),2,4,3,1,2,Mon Dec 02 15:19:55 PST 2024
2024-12-02 16:57:00,2024-12-02 17:02:29,100,328,True,2024-12-02 17:02:29,anonymous,EN,Yes,Remote working is associated with higher employee productivity,Workplace dynamics,,,The editor was affiliated with the same institution as the main author of the article,,"A disclaimer was added to the article to disclose and justify the conflict of interest,A second member of the editorial board co-handled the article",,"The editor was the most suitable member of the editorial board to handle the article, given their expertise",Strongly agree,Somewhat agree,Agree,Somewhat agree,Agree,Neutral,Screen time is not associated with school performance,,Adolescent behavior,,,,,,,Playing violent video games is associated with less aggressive behavior,,Video games,,,,,,,33,Male,White,4 year degree (Bachelor's),2,4,2,1,3,Mon Dec 02 15:19:55 PST 2024
2024-12-02 16:57:19,2024-12-02 17:05:24,100,484,True,2024-12-02 17:05:24,anonymous,EN,Yes,Remote working is associated with higher employee productivity,,Workplace dynamics,,,,,,,Somewhat agree,Agree,Neutral,Strongly agree,Strongly agree,Neutral,Screen time is not associated with school performance,,Adolescent behavior,,,,,,,Playing violent video games is associated with less aggressive behavior,Video games,,,The editor was affiliated with the same institution as the main author of the article,,"A disclaimer was added to the article to disclose and justify the conflict of interest,A second member of the editorial board co-handled the article",,"The editor was the most suitable member of the editorial board to handle the article, given their expertise",33,Male,White,4 year degree (Bachelor's),2,4,3,1,2,Mon Dec 02 15:19:55 PST 2024
2024-12-02 16:57:22,2024-12-02 16:58:56,100,93,True,2024-12-02 16:58:56,anonymous,EN,Yes,Remote working is associated with higher employee productivity,Workplace dynamics,,The editor has had a recent research collaboration with the main author of the article,,,"A disclaimer was added to the article to disclose and justify the conflict of interest,A second member of the editorial board co-handled the article","The editor was the most suitable member of the editorial board to handle the article, given their expertise",,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Screen time is not associated with school performance,,Adolescent behavior,,,,,,,Playing violent video games is associated with less aggressive behavior,,Video games,,,,,,,30,Male,White,4 year degree (Bachelor's),2,4,2,1,3,Mon Dec 02 15:19:55 PST 2024
2024-12-02 16:57:23,2024-12-02 17:08:12,100,648,True,2024-12-02 17:08:12,anonymous,EN,Yes,Remote working is associated with higher employee productivity,Workplace dynamics,,,The editor was affiliated with the same institution as the main author of the article,,"A disclaimer was added to the article to disclose and justify the conflict of interest,A second member of the editorial board co-handled the article",,"The editor was the most suitable member of the editorial board to handle the article, given their expertise",Neutral,Agree,Somewhat agree,Strongly agree,Neutral,Agree,Screen time is not associated with school performance,,Adolescent behavior,,,,,,,Playing violent video games is associated with less aggressive behavior,,Video games,,,,,,,33,Male,White,4 year degree (Bachelor's),2,4,2,1,3,Mon Dec 02 15:19:55 PST 2024
2024-12-02 16:57:27,2024-12-02 16:58:52,100,84,True,2024-12-02 16:58:53,anonymous,EN,Yes,Remote working is associated with higher employee productivity,,Workplace dynamics,,,,,,,Neutral,Somewhat agree,Neutral,Somewhat agree,Neutral,Somewhat agree,Screen time is not associated with school performance,,Adolescent behavior,,,,,,,Playing violent video games is associated with less aggressive behavior,Video games,,,The editor was affiliated with the same institution as the main author of the article,,"A disclaimer was added to the article to disclose and justify the conflict of interest,A second member of the editorial board co-handled the article",,"The editor was the most suitable member of the editorial board to handle the article, given their expertise",35,Female,White,4 year degree (Bachelor's),2,4,3,1,2,Mon Dec 02 15:19:55 PST 2024
2024-12-02 16:57:43,2024-12-02 16:59:34,100,110,True,2024-12-02 16:59:34,anonymous,EN,Yes,Remote working is associated with higher employee productivity,,Workplace dynamics,,,,,,,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Screen time is not associated with school performance,Adolescent behavior,,The editor has had a recent research collaboration with the main author of the article,,,"A disclaimer was added to the article to disclose and justify the conflict of interest,A second member of the editorial board co-handled the article","The editor was the most suitable member of the editorial board to handle the article, given their expertise",,Playing violent video games is associated with less aggressive behavior,,Video games,,,,,,,25,Female,Asian or Asian American,4 year degree (Bachelor's),2,4,1,2,3,Mon Dec 02 15:19:55 PST 2024
2024-12-02 16:57:48,2024-12-02 16:59:29,100,101,True,2024-12-02 16:59:30,anonymous,EN,Yes,Remote working is associated with higher employee productivity,,Workplace dynamics,,,,,,,Somewhat agree,Agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Screen time is not associated with school performance,,Adolescent behavior,,,,,,,Playing violent video games is associated with less aggressive behavior,Video games,,The editor has had a recent research collaboration with the main author of the article,,,"A disclaimer was added to the article to disclose and justify the conflict of interest,A second member of the editorial board co-handled the article","The editor was the most suitable member of the editorial board to handle the article, given their expertise",,25,Male,Asian or Asian American,4 year degree (Bachelor's),2,4,1,3,2,Mon Dec 02 15:19:55 PST 2024
2024-12-02 16:57:50,2024-12-02 17:01:38,100,227,True,2024-12-02 17:01:38,anonymous,EN,Yes,Remote working is associated with higher employee productivity,,Workplace dynamics,,,,,,,Somewhat agree,Agree,Somewhat agree,Agree,Agree,Somewhat agree,Screen time is not associated with school performance,Adolescent behavior,,The editor has had a recent research collaboration with the main author of the article,,,"A disclaimer was added to the article to disclose and justify the conflict of interest,A second member of the editorial board co-handled the article","The editor was the most suitable member of the editorial board to handle the article, given their expertise",,Playing violent video games is associated with less aggressive behavior,,Video games,,,,,,,33,Male,White,4 year degree (Bachelor's),2,4,1,2,3,Mon Dec 02 15:19:55 PST 2024
2024-12-02 16:57:51,2024-12-02 16:59:42,100,111,True,2024-12-02 16:59:42,anonymous,EN,Yes,Remote working is associated with higher employee productivity,Workplace dynamics,,,The editor was affiliated with the same institution as the main author of the article,,"A disclaimer was added to the article to disclose and justify the conflict of interest,A second member of the editorial board co-handled the article",,"The editor was the most suitable member of the editorial board to handle the article, given their expertise",Agree,Agree,Agree,Agree,Agree,Agree,Screen time is not associated with school performance,,Adolescent behavior,,,,,,,Playing violent video games is associated with less aggressive behavior,,Video games,,,,,,,36,Male,White,4 year degree (Bachelor's),2,4,2,3,1,Mon Dec 02 15:19:55 PST 2024
2024-12-02 16:57:54,2024-12-02 16:59:36,100,101,True,2024-12-02 16:59:37,anonymous,EN,Yes,Remote working is associated with higher employee productivity,Workplace dynamics,,The editor has had a recent research collaboration with the main author of the article,,,"A disclaimer was added to the article to disclose and justify the conflict of interest,A second member of the editorial board co-handled the article","The editor was the most suitable member of the editorial board to handle the article, given their expertise",,Strongly agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Screen time is not associated with school performance,,Adolescent behavior,,,,,,,Playing violent video games is associated with less aggressive behavior,,Video games,,,,,,,34,Male,White,4 year degree (Bachelor's),2,4,2,3,1,Mon Dec 02 15:19:55 PST 2024
2024-12-02 16:57:56,2024-12-02 16:59:41,100,104,True,2024-12-02 16:59:42,anonymous,EN,Yes,Remote working is associated with higher employee productivity,,Workplace dynamics,,,,,,,Agree,Agree,Agree,Agree,Agree,Strongly agree,Screen time is not associated with school performance,,Adolescent behavior,,,,,,,Playing violent video games is associated with less aggressive behavior,Video games,,,The editor was affiliated with the same institution as the main author of the article,,"A disclaimer was added to the article to disclose and justify the conflict of interest,A second member of the editorial board co-handled the article",,"The editor was the most suitable member of the editorial board to handle the article, given their expertise",29,Male,White,4 year degree (Bachelor's),2,4,3,1,2,Mon Dec 02 15:19:55 PST 2024
2024-12-02 16:57:57,2024-12-02 16:59:32,100,94,True,2024-12-02 16:59:32,anonymous,EN,Yes,Remote working is associated with higher employee productivity,Workplace dynamics,,The editor has had a recent research collaboration with the main author of the article,,,"A disclaimer was added to the article to disclose and justify the conflict of interest,A second member of the editorial board co-handled the article","The editor was the most suitable member of the editorial board to handle the article, given their expertise",,Agree,Agree,Agree,Agree,Agree,Agree,Screen time is not associated with school performance,,Adolescent behavior,,,,,,,Playing violent video games is associated with less aggressive behavior,,Video games,,,,,,,32,Female,White,4 year degree (Bachelor's),2,4,2,1,3,Mon Dec 02 15:19:55 PST 2024
2024-12-02 16:58:37,2024-12-02 17:00:35,100,118,True,2024-12-02 17:00:35,anonymous,EN,Yes,Remote working is associated with higher employee productivity,,Workplace dynamics,,,,,,,Agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Screen time is not associated with school performance,,Adolescent behavior,,,,,,,Playing violent video games is associated with less aggressive behavior,Video games,,The editor has had a recent research collaboration with the main author of the article,,,"A disclaimer was added to the article to disclose and justify the conflict of interest,A second member of the editorial board co-handled the article","The editor was the most suitable member of the editorial board to handle the article, given their expertise",,1992,Male,Hispanic/Lantinx,4 year degree (Bachelor's),2,4,1,3,2,Mon Dec 02 15:19:55 PST 2024
2024-12-02 16:58:46,2024-12-02 17:04:03,100,316,True,2024-12-02 17:04:04,anonymous,EN,Yes,Remote working is associated with higher employee productivity,,Workplace dynamics,,,,,,,Strongly agree,Somewhat agree,Disagree,Somewhat agree,Disagree,Somewhat agree,Screen time is not associated with school performance,Adolescent behavior,,The editor has had a recent research collaboration with the main author of the article,,,"A disclaimer was added to the article to disclose and justify the conflict of interest,A second member of the editorial board co-handled the article","The editor was the most suitable member of the editorial board to handle the article, given their expertise",,Playing violent video games is associated with less aggressive behavior,,Video games,,,,,,,25,Female,White,4 year degree (Bachelor's),2,4,1,2,3,Mon Dec 02 15:19:55 PST 2024
2024-12-02 16:58:54,2024-12-02 17:00:53,100,119,True,2024-12-02 17:00:54,anonymous,EN,Yes,Remote working is associated with higher employee productivity,,Workplace dynamics,,,,,,,Neutral,Somewhat agree,Neutral,Somewhat agree,Neutral,Somewhat agree,Screen time is not associated with school performance,,Adolescent behavior,,,,,,,Playing violent video games is associated with less aggressive behavior,Video games,,,The editor was affiliated with the same institution as the main author of the article,,"A disclaimer was added to the article to disclose and justify the conflict of interest,A second member of the editorial board co-handled the article",,"The editor was the most suitable member of the editorial board to handle the article, given their expertise",35,Female,White,4 year degree (Bachelor's),2,4,3,1,2,Mon Dec 02 15:19:55 PST 2024
2024-12-02 16:59:08,2024-12-02 17:00:35,100,87,True,2024-12-02 17:00:36,anonymous,EN,Yes,Remote working is associated with higher employee productivity,,Workplace dynamics,,,,,,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Screen time is not associated with school performance,Adolescent behavior,,The editor has had a recent research collaboration with the main author of the article,,,"A disclaimer was added to the article to disclose and justify the conflict of interest,A second member of the editorial board co-handled the article","The editor was the most suitable member of the editorial board to handle the article, given their expertise",,Playing violent video games is associated with less aggressive behavior,,Video games,,,,,,,29,Male,White,4 year degree (Bachelor's),2,4,1,2,3,Mon Dec 02 15:19:55 PST 2024
2024-12-02 16:59:15,2024-12-02 17:00:38,100,82,True,2024-12-02 17:00:39,anonymous,EN,Yes,Remote working is associated with higher employee productivity,,Workplace dynamics,,,,,,,Somewhat agree,Neutral,Neutral,Somewhat agree,Neutral,Somewhat agree,Screen time is not associated with school performance,,Adolescent behavior,,,,,,,Playing violent video games is associated with less aggressive behavior,Video games,,,The editor was affiliated with the same institution as the main author of the article,,"A disclaimer was added to the article to disclose and justify the conflict of interest,A second member of the editorial board co-handled the article",,"The editor was the most suitable member of the editorial board to handle the article, given their expertise",35,Female,White,4 year degree (Bachelor's),2,4,1,3,2,Mon Dec 02 15:19:55 PST 2024
2024-12-02 16:59:18,2024-12-02 17:02:26,100,187,True,2024-12-02 17:02:26,anonymous,EN,Yes,Remote working is associated with higher employee productivity,,Workplace dynamics,,,,,,,Agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Screen time is not associated with school performance,,Adolescent behavior,,,,,,,Playing violent video games is associated with less aggressive behavior,Video games,,The editor has had a recent research collaboration with the main author of the article,,,"A disclaimer was added to the article to disclose and justify the conflict of interest,A second member of the editorial board co-handled the article","The editor was the most suitable member of the editorial board to handle the article, given their expertise",,35,Female,White,4 year degree (Bachelor's),2,4,1,3,2,Mon Dec 02 15:19:55 PST 2024
2024-12-02 16:59:40,2024-12-02 17:01:31,100,111,True,2024-12-02 17:01:32,anonymous,EN,Yes,Remote working is associated with higher employee productivity,,Workplace dynamics,,,,,,,Strongly agree,Somewhat agree,Strongly agree,Agree,Agree,Somewhat agree,Screen time is not associated with school performance,Adolescent behavior,,,The editor was affiliated with the same institution as the main author of the article,,"A disclaimer was added to the article to disclose and justify the conflict of interest,A second member of the editorial board co-handled the article",,"The editor was the most suitable member of the editorial board to handle the article, given their expertise",Playing violent video games is associated with less aggressive behavior,,Video games,,,,,,,25,Male,Asian or Asian American,4 year degree (Bachelor's),2,4,3,2,1,Mon Dec 02 15:19:55 PST 2024
2024-12-02 16:59:46,2024-12-02 17:01:37,100,110,True,2024-12-02 17:01:37,anonymous,EN,Yes,Remote working is associated with higher employee productivity,,Workplace dynamics,,,,,,,Somewhat agree,Agree,Neutral,Agree,Neutral,Somewhat agree,Screen time is not associated with school performance,Adolescent behavior,,,The editor was affiliated with the same institution as the main author of the article,,"A disclaimer was added to the article to disclose and justify the conflict of interest,A second member of the editorial board co-handled the article",,"The editor was the most suitable member of the editorial board to handle the article, given their expertise",Playing violent video games is associated with less aggressive behavior,,Video games,,,,,,,25,Female,Asian or Asian American,4 year degree (Bachelor's),2,4,1,2,3,Mon Dec 02 15:19:55 PST 2024
2024-12-02 16:59:47,2024-12-02 17:01:41,100,113,True,2024-12-02 17:01:41,anonymous,EN,Yes,Remote working is associated with higher employee productivity,,Workplace dynamics,,,,,,,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Screen time is not associated with school performance,Adolescent behavior,,,The editor was affiliated with the same institution as the main author of the article,,"A disclaimer was added to the article to disclose and justify the conflict of interest,A second member of the editorial board co-handled the article",,"The editor was the most suitable member of the editorial board to handle the article, given their expertise",Playing violent video games is associated with less aggressive behavior,,Video games,,,,,,,34,Male,White,4 year degree (Bachelor's),2,4,1,2,3,Mon Dec 02 15:19:55 PST 2024
2024-12-02 16:59:48,2024-12-02 17:38:13,100,2305,True,2024-12-02 17:38:13,anonymous,EN,Yes,Remote working is associated with higher employee productivity,Workplace dynamics,,The editor has had a recent research collaboration with the main author of the article,,,"A disclaimer was added to the article to disclose and justify the conflict of interest,A second member of the editorial board co-handled the article","The editor was the most suitable member of the editorial board to handle the article, given their expertise",,Somewhat agree,Neutral,Somewhat agree,Agree,Agree,Somewhat agree,Screen time is not associated with school performance,,Adolescent behavior,,,,,,,Playing violent video games is associated with less aggressive behavior,,Video games,,,,,,,36,Male,White,4 year degree (Bachelor's),2,4,2,1,3,Mon Dec 02 15:19:55 PST 2024
2024-12-02 17:00:06,2024-12-02 17:01:49,100,102,True,2024-12-02 17:01:50,anonymous,EN,Yes,Remote working is associated with higher employee productivity,Workplace dynamics,,The editor has had a recent research collaboration with the main author of the article,,,"A disclaimer was added to the article to disclose and justify the conflict of interest,A second member of the editorial board co-handled the article","The editor was the most suitable member of the editorial board to handle the article, given their expertise",,Strongly agree,Somewhat agree,Agree,Strongly agree,Strongly agree,Agree,Screen time is not associated with school performance,,Adolescent behavior,,,,,,,Playing violent video games is associated with less aggressive behavior,,Video games,,,,,,,28,Male,White,4 year degree (Bachelor's),2,4,2,1,3,Mon Dec 02 15:19:55 PST 2024
2024-12-02 17:00:58,2024-12-02 17:04:33,100,215,True,2024-12-02 17:04:34,anonymous,EN,Yes,Remote working is associated with higher employee productivity,Workplace dynamics,,,The editor was affiliated with the same institution as the main author of the article,,"A disclaimer was added to the article to disclose and justify the conflict of interest,A second member of the editorial board co-handled the article",,"The editor was the most suitable member of the editorial board to handle the article, given their expertise",Agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Screen time is not associated with school performance,,Adolescent behavior,,,,,,,Playing violent video games is associated with less aggressive behavior,,Video games,,,,,,,1992,Female,White,4 year degree (Bachelor's),2,4,2,1,3,Mon Dec 02 15:19:55 PST 2024
2024-12-02 17:01:05,2024-12-02 17:04:16,100,190,True,2024-12-02 17:04:17,anonymous,EN,Yes,Remote working is associated with higher employee productivity,,Workplace dynamics,,,,,,,Disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Agree,Somewhat agree,Screen time is not associated with school performance,,Adolescent behavior,,,,,,,Playing violent video games is associated with less aggressive behavior,Video games,,The editor has had a recent research collaboration with the main author of the article,,,"A disclaimer was added to the article to disclose and justify the conflict of interest,A second member of the editorial board co-handled the article","The editor was the most suitable member of the editorial board to handle the article, given their expertise",,25,Female,White,4 year degree (Bachelor's),2,4,3,1,2,Mon Dec 02 15:19:55 PST 2024
2024-12-02 17:01:08,2024-12-02 17:02:53,100,105,True,2024-12-02 17:02:54,anonymous,EN,Yes,Remote working is associated with higher employee productivity,,Workplace dynamics,,,,,,,Agree,Agree,Agree,Agree,Agree,Agree,Screen time is not associated with school performance,Adolescent behavior,,The editor has had a recent research collaboration with the main author of the article,,,"A disclaimer was added to the article to disclose and justify the conflict of interest,A second member of the editorial board co-handled the article","The editor was the most suitable member of the editorial board to handle the article, given their expertise",,Playing violent video games is associated with less aggressive behavior,,Video games,,,,,,,1988,Female,White,4 year degree (Bachelor's),2,4,1,2,3,Mon Dec 02 15:19:55 PST 2024
2024-12-02 17:01:19,2024-12-02 17:03:57,100,158,True,2024-12-02 17:03:58,anonymous,EN,Yes,Remote working is associated with higher employee productivity,,Workplace dynamics,,,,,,,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Screen time is not associated with school performance,,Adolescent behavior,,,,,,,Playing violent video games is associated with less aggressive behavior,Video games,,,The editor was affiliated with the same institution as the main author of the article,,"A disclaimer was added to the article to disclose and justify the conflict of interest,A second member of the editorial board co-handled the article",,"The editor was the most suitable member of the editorial board to handle the article, given their expertise",33,Male,White,4 year degree (Bachelor's),2,4,3,1,2,Mon Dec 02 15:19:55 PST 2024
2024-12-02 17:01:21,2024-12-02 17:03:07,100,106,True,2024-12-02 17:03:08,anonymous,EN,Yes,Remote working is associated with higher employee productivity,,Workplace dynamics,,,,,,,Agree,Agree,Agree,Agree,Agree,Somewhat agree,Screen time is not associated with school performance,Adolescent behavior,,,The editor was affiliated with the same institution as the main author of the article,,"A disclaimer was added to the article to disclose and justify the conflict of interest,A second member of the editorial board co-handled the article",,"The editor was the most suitable member of the editorial board to handle the article, given their expertise",Playing violent video games is associated with less aggressive behavior,,Video games,,,,,,,36,Male,White,4 year degree (Bachelor's),2,4,3,2,1,Mon Dec 02 15:19:55 PST 2024
2024-12-02 17:01:22,2024-12-02 17:03:01,100,99,True,2024-12-02 17:03:02,anonymous,EN,Yes,Remote working is associated with higher employee productivity,,Workplace dynamics,,,,,,,Somewhat agree,Neutral,Somewhat agree,Neutral,Neutral,Somewhat agree,Screen time is not associated with school performance,,Adolescent behavior,,,,,,,Playing violent video games is associated with less aggressive behavior,Video games,,,The editor was affiliated with the same institution as the main author of the article,,"A disclaimer was added to the article to disclose and justify the conflict of interest,A second member of the editorial board co-handled the article",,"The editor was the most suitable member of the editorial board to handle the article, given their expertise",35,Female,White,4 year degree (Bachelor's),2,4,1,3,2,Mon Dec 02 15:19:55 PST 2024
2024-12-02 17:01:30,2024-12-02 17:08:38,100,428,True,2024-12-02 17:08:39,anonymous,EN,Yes,Remote working is associated with higher employee productivity,,Workplace dynamics,,,,,,,Agree,Agree,Agree,Strongly agree,Strongly agree,Somewhat agree,Screen time is not associated with school performance,,Adolescent behavior,,,,,,,Playing violent video games is associated with less aggressive behavior,Video games,,The editor has had a recent research collaboration with the main author of the article,,,"A disclaimer was added to the article to disclose and justify the conflict of interest,A second member of the editorial board co-handled the article","The editor was the most suitable member of the editorial board to handle the article, given their expertise",,35,Male,White,4 year degree (Bachelor's),2,4,3,1,2,Mon Dec 02 15:19:55 PST 2024
2024-12-02 17:01:41,2024-12-02 17:21:39,100,1198,True,2024-12-02 17:21:43,anonymous,EN,Yes,Remote working is associated with higher employee productivity,Workplace dynamics,,The editor has had a recent research collaboration with the main author of the article,,,"A disclaimer was added to the article to disclose and justify the conflict of interest,A second member of the editorial board co-handled the article","The editor was the most suitable member of the editorial board to handle the article, given their expertise",,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Screen time is not associated with school performance,,Adolescent behavior,,,,,,,Playing violent video games is associated with less aggressive behavior,,Video games,,,,,,,37,Male,White,4 year degree (Bachelor's),2,4,2,3,1,Mon Dec 02 15:19:55 PST 2024
2024-12-02 17:01:41,2024-12-02 17:05:58,100,256,True,2024-12-02 17:05:59,anonymous,EN,Yes,Remote working is associated with higher employee productivity,,Workplace dynamics,,,,,,,Neutral,Agree,Agree,Somewhat agree,Somewhat agree,Agree,Screen time is not associated with school performance,,Adolescent behavior,,,,,,,Playing violent video games is associated with less aggressive behavior,Video games,,,The editor was affiliated with the same institution as the main author of the article,,"A disclaimer was added to the article to disclose and justify the conflict of interest,A second member of the editorial board co-handled the article",,"The editor was the most suitable member of the editorial board to handle the article, given their expertise",1994,Male,White,4 year degree (Bachelor's),2,4,1,3,2,Mon Dec 02 15:19:55 PST 2024
2024-12-02 17:01:48,2024-12-02 17:03:09,100,80,True,2024-12-02 17:03:09,anonymous,EN,Yes,Remote working is associated with higher employee productivity,Workplace dynamics,,The editor has had a recent research collaboration with the main author of the article,,,"A disclaimer was added to the article to disclose and justify the conflict of interest,A second member of the editorial board co-handled the article","The editor was the most suitable member of the editorial board to handle the article, given their expertise",,Agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Screen time is not associated with school performance,,Adolescent behavior,,,,,,,Playing violent video games is associated with less aggressive behavior,,Video games,,,,,,,25,Male,Asian or Asian American,4 year degree (Bachelor's),2,4,2,3,1,Mon Dec 02 15:19:55 PST 2024
2024-12-02 17:01:54,2024-12-02 17:03:10,100,75,True,2024-12-02 17:03:10,anonymous,EN,Yes,Remote working is associated with higher employee productivity,,Workplace dynamics,,,,,,,Agree,Somewhat agree,Neutral,Agree,Agree,Somewhat agree,Screen time is not associated with school performance,,Adolescent behavior,,,,,,,Playing violent video games is associated with less aggressive behavior,Video games,,The editor has had a recent research collaboration with the main author of the article,,,"A disclaimer was added to the article to disclose and justify the conflict of interest,A second member of the editorial board co-handled the article","The editor was the most suitable member of the editorial board to handle the article, given their expertise",,25,Male,Asian or Asian American,4 year degree (Bachelor's),2,4,3,1,2,Mon Dec 02 15:19:55 PST 2024
2024-12-02 17:01:56,2024-12-02 17:03:32,100,95,True,2024-12-02 17:03:33,anonymous,EN,Yes,Remote working is associated with higher employee productivity,Workplace dynamics,,,The editor was affiliated with the same institution as the main author of the article,,"A disclaimer was added to the article to disclose and justify the conflict of interest,A second member of the editorial board co-handled the article",,"The editor was the most suitable member of the editorial board to handle the article, given their expertise",Somewhat agree,Agree,Agree,Somewhat agree,Agree,Somewhat agree,Screen time is not associated with school performance,,Adolescent behavior,,,,,,,Playing violent video games is associated with less aggressive behavior,,Video games,,,,,,,33,Male,White,4 year degree (Bachelor's),2,4,2,1,3,Mon Dec 02 15:19:55 PST 2024
2024-12-02 17:02:05,2024-12-02 17:03:20,100,75,True,2024-12-02 17:03:21,anonymous,EN,Yes,Remote working is associated with higher employee productivity,Workplace dynamics,,,The editor was affiliated with the same institution as the main author of the article,,"A disclaimer was added to the article to disclose and justify the conflict of interest,A second member of the editorial board co-handled the article",,"The editor was the most suitable member of the editorial board to handle the article, given their expertise",Somewhat agree,Neutral,Somewhat agree,Neutral,Neutral,Somewhat agree,Screen time is not associated with school performance,,Adolescent behavior,,,,,,,Playing violent video games is associated with less aggressive behavior,,Video games,,,,,,,35,Female,White,4 year degree (Bachelor's),2,4,2,1,3,Mon Dec 02 15:19:55 PST 2024
2024-12-02 17:02:05,2024-12-02 17:05:19,100,194,True,2024-12-02 17:05:20,anonymous,EN,Yes,Remote working is associated with higher employee productivity,Workplace dynamics,,The editor has had a recent research collaboration with the main author of the article,,,"A disclaimer was added to the article to disclose and justify the conflict of interest,A second member of the editorial board co-handled the article","The editor was the most suitable member of the editorial board to handle the article, given their expertise",,Somewhat agree,Agree,Somewhat agree,Agree,Agree,Somewhat agree,Screen time is not associated with school performance,,Adolescent behavior,,,,,,,Playing violent video games is associated with less aggressive behavior,,Video games,,,,,,,33,Male,White,4 year degree (Bachelor's),2,4,2,3,1,Mon Dec 02 15:19:55 PST 2024
2024-12-02 17:02:15,2024-12-02 17:03:56,100,101,True,2024-12-02 17:03:57,anonymous,EN,Yes,Remote working is associated with higher employee productivity,,Workplace dynamics,,,,,,,Strongly agree,Agree,Agree,Neutral,Neutral,Agree,Screen time is not associated with school performance,,Adolescent behavior,,,,,,,Playing violent video games is associated with less aggressive behavior,Video games,,The editor has had a recent research collaboration with the main author of the article,,,"A disclaimer was added to the article to disclose and justify the conflict of interest,A second member of the editorial board co-handled the article","The editor was the most suitable member of the editorial board to handle the article, given their expertise",,30,Male,White,4 year degree (Bachelor's),2,4,3,1,2,Mon Dec 02 15:19:55 PST 2024
2024-12-02 17:02:20,2024-12-02 17:03:51,100,90,True,2024-12-02 17:03:51,anonymous,EN,Yes,Remote working is associated with higher employee productivity,Workplace dynamics,,The editor has had a recent research collaboration with the main author of the article,,,"A disclaimer was added to the article to disclose and justify the conflict of interest,A second member of the editorial board co-handled the article","The editor was the most suitable member of the editorial board to handle the article, given their expertise",,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Screen time is not associated with school performance,,Adolescent behavior,,,,,,,Playing violent video games is associated with less aggressive behavior,,Video games,,,,,,,29,Male,White,4 year degree (Bachelor's),2,4,2,1,3,Mon Dec 02 15:19:55 PST 2024
2024-12-02 17:02:43,2024-12-02 17:08:40,100,357,True,2024-12-02 17:08:40,anonymous,EN,Yes,Remote working is associated with higher employee productivity,,Workplace dynamics,,,,,,,Agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Screen time is not associated with school performance,Adolescent behavior,,The editor has had a recent research collaboration with the main author of the article,,,"A disclaimer was added to the article to disclose and justify the conflict of interest,A second member of the editorial board co-handled the article","The editor was the most suitable member of the editorial board to handle the article, given their expertise",,Playing violent video games is associated with less aggressive behavior,,Video games,,,,,,,33,Male,White,4 year degree (Bachelor's),2,4,3,2,1,Mon Dec 02 15:19:55 PST 2024
2024-12-02 17:03:03,2024-12-02 17:04:51,100,107,True,2024-12-02 17:04:52,anonymous,EN,Yes,Remote working is associated with higher employee productivity,Workplace dynamics,,The editor has had a recent research collaboration with the main author of the article,,,"A disclaimer was added to the article to disclose and justify the conflict of interest,A second member of the editorial board co-handled the article","The editor was the most suitable member of the editorial board to handle the article, given their expertise",,Agree,Agree,Agree,Agree,Agree,Agree,Screen time is not associated with school performance,,Adolescent behavior,,,,,,,Playing violent video games is associated with less aggressive behavior,,Video games,,,,,,,1988,Female,White,4 year degree (Bachelor's),2,4,2,1,3,Mon Dec 02 15:19:55 PST 2024
